Score,Name of the Person,Quote,Video Title,Link to Video,Timestamp
4,Shogun Inferno,delivery method and look at what the long-term benefit of making decisions differently maybe the sacred cow in this case competitive still proposal does make,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2154s,[35:54]
1,Shogun Inferno,the best hamburger we look at this different delivery method of design build it it has so many benefits to districts projects move faster in,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2166s,[36:06]
1,Shogun Inferno,my opinion they cost less the quality is the same if not better your benefits are so many there and it helps quick decision making,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2176s,[36:16]
4,Shogun Inferno,from my perspective the and then we could even talked about and then not only in the middle of all that we can even talk,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2186s,[36:26]
6,Shogun Inferno,about some design Builders can help us Finance the project differently and do some comfortable with these savings architects in the engineers and their little,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2195s,[36:35]
6,Shogun Inferno,comfort zone and their everyday going to work in an office building and I produce these wonderful drawings and then I've got a general contractor,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2206s,[36:46]
4,Shogun Inferno,and there sometimes in the office sometimes in the field and they're in their little Silo comfort zone and then I've got my subcontractor over,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2217s,[36:57]
4,Shogun Inferno,here and their little comfort zone almost always out in the field and doing their parts and pieces of that with design build there are,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2228s,[37:08]
5,Shogun Inferno,no silos we're all together and we're all trying to solve a problem of how to get these needs and wants of a district best,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2238s,[37:18]
8,Shogun Inferno,and efficiently addressed by having everybody in the room I'm convinced you do come up with best solution to get those needs addressed so one,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2247s,[37:27]
4,Shogun Inferno,thing to think about with operating and maintenance expenses is really that they never end we think about our own homes and our electric bill,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2257s,[37:37]
4,Shogun Inferno,when do we expect to stop paying that electric bill the reality is never as long as we want that service as long as we,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2267s,[37:47]
4,Shogun Inferno,want all the components that are operated off the electricity to continue to operate those components so even though individual items may seem small the,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2276s,[37:56]
4,Shogun Inferno,fact that they're ongoing over a 30-40 become a major cause component and so looking at the the that's something I've got a real passion,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2287s,[38:07]
5,Shogun Inferno,for and I encourage every school district to really look at is the total cost of ownership we know school districts are going to be,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2297s,[38:17]
4,Shogun Inferno,around they've been around for centuries century plus and they're going to continue and so we need to look at the total cost of ownership,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2307s,[38:27]
5,Shogun Inferno,throughout the duration not just the first cost if you're looking at any kind of project particularly let's look at a consider an LED upgrade,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2317s,[38:37]
4,Shogun Inferno,be an interior exterior the first thing I would consider is where the problem areas are because if it's a problem Marion you'll be able,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2328s,[38:48]
6,Shogun Inferno,to take care of two things we know there's going to be Energy savings automatically but look at the areas where there are some other,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2338s,[38:58]
4,Shogun Inferno,inherent concerns especially if you have to Stage these projects in you can start to see the impacts right away and relieve some of the,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2347s,[39:07]
5,Shogun Inferno,the maintenance impact LEDs have really been an evolving technology over the last decade or so and just like anything else there's always improvements and,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2357s,[39:17]
4,Shogun Inferno,we see discrepancies between levels of quality picking a quality product that is going to put out good light maintain that light level and and,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2369s,[39:29]
4,Shogun Inferno,the fixture is going to last and the people that are all some really important what I'll call ancillary considerations Again part of that total,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2379s,[39:39]
10,Shogun Inferno,cost of ownership one thing that's great about school districts is we are naturally in this together we are not competitors I always recommend that,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2390s,[39:50]
5,Shogun Inferno,school districts reach out to others who have done this you know that some folks are are have gone out and done some Pilots big,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2401s,[40:01]
4,Shogun Inferno,big fan of pilots and trying something out a cafeteria or a gym again maybe it's that problem area and start out and see how,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2410s,[40:10]
5,Shogun Inferno,the process goes something else that I'm really excited about on LED and it was something was the possibility of reusing the existing fixtures the,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2419s,[40:19]
4,Shogun Inferno,right now a major Trend in our culture is to just dispose of things and we kind of live in a in a disposable Society,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2430s,[40:30]
5,Shogun Inferno,but these led tubes have been a have allowed us to reuse a good quality existing fixture get the get the light quality that we,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2439s,[40:39]
4,Shogun Inferno,wanted us to have a lamp that's going to last a really long time that we don't have to spend a lot of hours maintaining,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2448s,[40:48]
7,Shogun Inferno,it and we get the benefit of the Energy savings when LED first came out the most common way to do them was to replace,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2457s,[40:57]
4,Shogun Inferno,the entire fixture but then is technology continued to progress there were retrofits where we could use reuse the existing fixture and in our society,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2465s,[41:05]
4,Shogun Inferno,that we live in where it's so common to just dispose of the old product and get a new one this was a very intriguing,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2476s,[41:16]
5,Shogun Inferno,one for us because the quality of the fixture itself the housing the lens was all in perfect condition now we did clean it up,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2485s,[41:25]
4,Shogun Inferno,as part of the retrofit but we reuse that housing and we didn't have to throw away all those pictures and so that was a,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2494s,[41:34]
4,Shogun Inferno,huge benefit not only with the ReUse the existing fixture where we saving we were saving the material resources themselves of course we benefited financially,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2503s,[41:43]
4,Shogun Inferno,as well the we didn't have to pay all the labor to remove the fixture and install a new one and we got to reuse,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2515s,[41:55]
7,Shogun Inferno,the existing housing so it was it was about a 40% cost savings over traditional LED complete fixture replacement another brilliant benefit to reading the,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2523s,[42:03]
5,Shogun Inferno,existing fixture and retrofitting with LED 2 is that that under the code is considered regular maintenance because the system is not being completely replace,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2534s,[42:14]
4,Shogun Inferno,so not only there is there a tremendous cost-benefit there but there's also the codes the current codes do not are not fully applicable not,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2546s,[42:26]
6,Shogun Inferno,to say that the system is not a great system it is and it's fully UL listed it's safe it's reliable it lasts just as,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2556s,[42:36]
4,Shogun Inferno,long but where the difference is is the control components are not required on a maintenance just in the same way if we kept our,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2565s,[42:45]
5,Shogun Inferno,existing fixtures and just went and changed the lamps are the ballast we would not have to change the controls when we change to LED,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2574s,[42:54]
4,Shogun Inferno,tubes we don't have to do anything with the controls what that allows us to do is maintain a consistent environment between our facilities and,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2584s,[43:04]
7,Shogun Inferno,also keep it simple Simplicity is very important in school district world we think about I'm going to use this example cars some of us,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2594s,[43:14]
2,Shogun Inferno,remember the day when we can lift up the hood of our car and no several components in there now when we pop our hood,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2604s,[43:24]
4,Shogun Inferno,of our car it is a bundle of wires and electronics and the days of shade tree mechanics are are gone having to get in,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2613s,[43:33]
4,Shogun Inferno,there with a computer and troubleshoot it just adds a level of complexity and of course we know if we have to take our car,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2621s,[43:41]
6,Shogun Inferno,in for repairs that there's a cost to that and so by having a simple system that can be maintained and we trained the occupants,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2630s,[43:50]
5,Shogun Inferno,to use the manual controls that is a very viable and cost-effective way to get an LED upgrade and at a reduced cost and have,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2640s,[44:00]
7,Shogun Inferno,simple straightforward maintenance going forward another really important benefit of a direct LED tube retrofit is that the electronic components are all embedded into the,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2649s,[44:09]
6,Shogun Inferno,tube themselves there's no other electronic components so when you look at the system it's extremely simple everything is contained within that tube itself the,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2662s,[44:22]
4,Shogun Inferno,benefit of that is that now custodial Personnel or other Personnel it's not doesn't require an electrician to come in and change the tubes there's,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2673s,[44:33]
4,Shogun Inferno,a very safe way to change them out that's no more difficult or hazardous then plugging an appliance into a regular outlet if there's only,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2684s,[44:44]
4,Shogun Inferno,power on one end of the tube the other end is simply a placeholder so you're plugging it in just like you would plug any,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2694s,[44:54]
5,Shogun Inferno,Appliance into an outlet if we're comparing LED fixtures for fixtures to led to retrofits one other thing to consider cuz we're thinking long-term life,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2703s,[45:03]
5,Shogun Inferno,cycle of the building is the LED fixtures that are largely being built play Ra unit that is a fully integrated what that means is,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2714s,[45:14]
4,Shogun Inferno,that the full 2 ft by 4 ft fixture is going to have to be replaced when it goes when something goes out on it,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2724s,[45:24]
4,Shogun Inferno,in that case those fixtures are again going to be disposed and we're going to have to store some of those spare pictures around which,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2732s,[45:32]
5,Shogun Inferno,takes up valuable real estate in our warehouses are in our facilities where is the LED tubes themselves are your standard size you can get,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2742s,[45:42]
4,Shogun Inferno,a box of 20 or 25 of them in a very tight space and you're only replacing the component that goes out if you have,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2752s,[45:52]
6,Shogun Inferno,a multi lamp fixture and one lamp goes out that's all you need to replace so it does help to maintain it saves on Space,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2760s,[46:00]
5,Shogun Inferno,it allows Personnel that aren't that don't have to be highly trained to maintain the system and it allows you to maintain just the part,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2769s,[46:09]
4,Shogun Inferno,of the system that fails if any of you have ever seen that movie Joe Versus the Volcano with Tom Hanks where he goes into,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2779s,[46:19]
4,Shogun Inferno,his office building and there's a hum and a flicker in the lights and just how depressing it's not only portrayed that way it felt,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2788s,[46:28]
5,Shogun Inferno,that way and if you've been in a building like that that's not the quality that we're going after LED fixtures provide a noise free,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2798s,[46:38]
4,Shogun Inferno,very good light level to one as an engineer I could go into all the technical details and certainly an engineering architect will help you,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2807s,[46:47]
4,Shogun Inferno,make some selections on different choices on color temperature and and other things like that light levels but the quality of the light from an,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2817s,[46:57]
6,Shogun Inferno,LED fixture not only lasts longer uses less energy but it is truly a cleaner quality higher level quality light that better light quality will,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2828s,[47:08]
6,Shogun Inferno,translate into a better student experience the students will be the there's something called a color rendering index which means the colors are true to,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2839s,[47:19]
6,Shogun Inferno,what they really are just natural sunlight portrays colors most accurately LEDs have a very high level of color rendering index so students will be,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2850s,[47:30]
5,Shogun Inferno,seeing a very high level of quality even in a classroom that doesn't have a lot of if it doesn't happen to have a lot,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2861s,[47:41]
4,Shogun Inferno,of exterior light with regard to implementation and actually getting a project done there are a number of different methods and I would say the,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2869s,[47:49]
6,Shogun Inferno,method in my opinion is not as important as the partners the partners in terms of the the contractor the design team will call them,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2880s,[48:00]
4,Shogun Inferno,broadly the owner's Representatives that can help make decisions and again remembering that we want to look we have we want to have a long-term,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2889s,[48:09]
4,Shogun Inferno,view on these so we don't want to go in and do a retrofit on a that we're going to turn around and change in,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2900s,[48:20]
4,Shogun Inferno,in two years we need to we need to look long-term down the road and pick the right make the right selections for the long-term,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2908s,[48:28]
4,Shogun Inferno,view of of that facility or section of that facility again thinking back to the ongoing operating in maintenance costs which are going to continue,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2917s,[48:37]
4,Shogun Inferno,as long as that building is an operation and it will be there as long as it's there to meet student needs we will need,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2928s,[48:48]
5,Shogun Inferno,to maintain in an operator and we want to we want to provide a quality environment for these students any way we procure the project,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2937s,[48:57]
1,Shogun Inferno,the benefits going to come back to us with an LED upgrade it's going to come back to us in terms of reduced to maintain,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2947s,[49:07]
5,Shogun Inferno,the system it's also going to come back to us in reduced level of expertise as we've talked about with the LED tubes if that's,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2955s,[49:15]
6,Shogun Inferno,the version you go with and the Energy savings so you're going to get all three of those reductions which I know for for just,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2965s,[49:25]
5,Shogun Inferno,about every school district the operating side of the budget is always the tight side and and we and staff after staff costs energy costs,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2974s,[49:34]
4,Shogun Inferno,and maintenance and operation are the next highest cost and we have a real chance to control these costs and and be good stewards of,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2984s,[49:44]
8,Shogun Inferno,a resources another thing I'd like to expand on the partnership side of things is that it really when a good Kant good design team,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=2994s,[49:54]
4,Shogun Inferno,and good owner involvement think of it this way some of you have heard the old adage I love to work in woodworking measure twice,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3003s,[50:03]
4,Shogun Inferno,and cut once and and there's a reason for that once the wood is cut if it wasn't right now there's a chance that we've,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3013s,[50:13]
8,Shogun Inferno,lost that would so if we have take our Partnerships and really have a collaborative effort and work together up front that upfront evaluation and,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3022s,[50:22]
4,Shogun Inferno,thought creativity really thinking about all the needs helps to have a longer lasting project in with our goal of having long-term facilities when it,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3032s,[50:32]
5,Shogun Inferno,comes to LED products they really are not all created equal we see it in the market all the time LEDs the technology it's evolving,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3043s,[50:43]
4,Shogun Inferno,there are a lot of factors to look at we've touched on some of them the maintenance of it the quality of the light but,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3053s,[50:53]
4,Shogun Inferno,another one that's really important is the warranty and some of these fixture warranties are or technology warranties go out as long as 20 years,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3062s,[51:02]
4,Shogun Inferno,and that can be a huge benefit especially we know the building is going to be around and to not have to pay for a,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3072s,[51:12]
4,Shogun Inferno,replacement on failure benefit others are 5 years so there's a it's a it's an appreciable difference between the minimum and maximum length of warranties,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3081s,[51:21]
5,Shogun Inferno,whenever a board members asked me why should we be why should we consider these types of projects and led upgrade one of the things,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3092s,[51:32]
4,Shogun Inferno,I go back to is that it really is an investment it's an investment that pays for itself over time very rare going back to,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3102s,[51:42]
4,Shogun Inferno,that point about utility expense we're going to pay them and it's going to continue on into the in Forever into the future until the,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3111s,[51:51]
4,Shogun Inferno,facility is is no more if go in and reduce our utility costs through and operating costs maintenance and operating costs through these upgrades that,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3120s,[52:00]
5,Shogun Inferno,will help to offset the cost and the paybacks are very attractive on a lot of these projects especially with the LED tubes that was,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3131s,[52:11]
4,Shogun Inferno,one thing with the 40% cost reduction I was very excited that we were able to get payback for our district and we have a,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3141s,[52:21]
4,Shogun Inferno,very attractive utility right and we were still able to get paybacks in the three year range one other thing I like to appreciate board,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3150s,[52:30]
4,Shogun Inferno,members on is their investment in facilities I know they have a lot of decisions before them the facilities are those structures that will stand,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3160s,[52:40]
5,Shogun Inferno,as different students and classes come through and we have the opportunity to maintain them and to provide that consistent environment for each and every,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3170s,[52:50]
4,Shogun Inferno,class that comes through the district and so investing in the infrastructure looking long-term of when are things going to be ready for replacement and,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3182s,[53:02]
7,Shogun Inferno,also continuing the best to invest in the staff and the partners who will help us maintain that it takes a lot of work just,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3193s,[53:13]
4,Shogun Inferno,like it does and maintaining our own home homes for 4050 years it's going to take a lot of work and also you had thousands,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3202s,[53:22]
5,Shogun Inferno,of students in your home every day the the wear and tear that it would put on the facility but also the huge benefit of,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3211s,[53:31]
6,Shogun Inferno,"being able to serve all of those students in those facilities has approximately 2,000 students we have four campuses two Elementary's and two secondary campuses",E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3220s,[53:40]
5,Shogun Inferno,and for Community our size one of the challenges is staying on top of the electrical equipment it's a very serious challenge several of our,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3232s,[53:52]
7,Shogun Inferno,school board members are former teachers and they understand the importance of comfort in the classroom in the hallways the cafeteria they understand the importance,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3242s,[54:02]
6,Shogun Inferno,of good lighting we passed a bond about five years ago a 33 million Bond and we're finishing up on those projects and so really,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3254s,[54:14]
7,Shogun Inferno,a bond was not in the for us in making all these improvements across the district as far as air conditioning and lighting we had,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3263s,[54:23]
4,Shogun Inferno,about a about 5 million dollars worth of work we needed to do and we really did not have a way to do that we,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3273s,[54:33]
6,Shogun Inferno,funded this $5 million project through a combination of means including a tax maintenance note of course we realize savings through the increased efficiencies in,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3281s,[54:41]
5,Shogun Inferno,the air conditioning that we're getting and just we've used that at a combination of these things to fund the project Jeff in particular has,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3293s,[54:53]
5,Shogun Inferno,been just so helpful to us he has worked very hard to work around our schedules with our with school and with the activities of,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3303s,[55:03]
4,Shogun Inferno,gold on around our buildings and he has managed to get all this work done without any interference with what we have going on on,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3313s,[55:13]
5,Shogun Inferno,our campuses school districts across the state and they are very experienced they understand the school business they understand the challenges that school boards and,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3322s,[55:22]
6,Shogun Inferno,superintendents are dealing with and because of that they are very easy to work with and they go out of their way to make sure,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3334s,[55:34]
5,Shogun Inferno,that our needs are met they are in the school business so to speak and so they understand School business one of the examples is,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3344s,[55:44]
2,Shogun Inferno,what we did here today a hot day in June where Jeff had the idea that because we were bringing in a huge crane to,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3353s,[55:53]
6,Shogun Inferno,set units on top of our Middle School thought that this would be a good opportunity for some of our kids to learn so they've,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3361s,[56:01]
6,Shogun Inferno,turned the project today and installing these units on top of the Middle School into a learning experience for about 30 of our students we,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3371s,[56:11]
4,Oversized Load,have a group of fifth graders 5th and 6th graders no 10 and 11 year olds who meet every afternoon on Tuesday and Thursday and,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3381s,[56:21]
4,Oversized Load,we teach them how to use tools and we teach them how things work mechanical things work and we were able to bring that group,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3390s,[56:30]
6,Oversized Load,up and Jeff and his team did an outstanding job of allowing our students to see these big air conditioning units being set on top,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3399s,[56:39]
3,Oversized Load,of our building then they gave our students a tour of the huge crane that was used to set the units and finally they actually,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3409s,[56:49]
7,Oversized Load,brought the students on top of our Middle School to show the students where these units were being installed it was an unbelievable day and,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3418s,[56:58]
1,Oversized Load,the icing on the cake a very detailed very nice crane that is the exact replica of the crane that was used for the lift,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3428s,[57:08]
9,Oversized Load,today so we just couldn't say more fed our students and it was just a wonderful day and the students had a great time so,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3437s,[57:17]
5,Oversized Load,as a superintendent I know that school boards across the state have the incredible challenge of replacing expensive equipment and depending on where a school,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3446s,[57:26]
2,Oversized Load,district is financially or where they are in different phases phases of doing different projects oftentimes School boards have a hard time figuring out how,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3457s,[57:37]
6,Oversized Load,to replace some of these really expensive items and we have had a great experience they helped us find a way to get some things,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3469s,[57:49]
5,Oversized Load,done that otherwise we would not have been able to do and for that we appreciate them very much and we teach our students this,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3478s,[57:58]
5,Oversized Load,every day we want our students to be resourceful and to look for different ways to solve problems and meet challenges and what we've done,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3488s,[58:08]
4,Oversized Load,this project here in Liberty is exactly that they provided for what's a different a different means of achieving the ends that we needed I,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3498s,[58:18]
4,Oversized Load,hope that everyone was able to get something from all these stories we have an agenda today we want everyone to start thinking about their,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3508s,[58:28]
4,Oversized Load,projects and their facilities differently we want them to think is there a better way for each of these perspectives could I do you know,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3518s,[58:38]
5,Oversized Load,LEDs this way could I do my construction method a little bit different because I do financing different actually impact my budget better maybe you've,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3528s,[58:48]
5,Oversized Load,done all of these or maybe you've done none of them as a school district are the whole point of what we're wanting to get,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3539s,[58:59]
5,Oversized Load,across is there is a better way and we might not even said it today but we're encouraging and I hope everyone is called to,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3548s,[59:08]
5,Oversized Load,say what is the weather in my school district how are we doing it now and do it better,E3 TASB SLI 2020 Presentation,https://vimeo.com/431968540#t=3557s,[59:17]
4,Maut Cosb,improving indoor air quality to help keep patients and staff safe tops every meeting agenda is the subject line for hundreds of solicitation emails flooding,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=0s,[00:00]
6,Maut Cosb,your inbox and has preached about in all those webinars as a design build contractor we were also getting flooded with indoor air quality solutions,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=10s,[00:10]
4,Maut Cosb,from every Uncle he didn't even know we had we put our in-house Engineers to work to researching options for our clients here's the skinny,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=19s,[00:19]
5,Maut Cosb,after they waited through the bloke there is no magic pill and no one size fits all solution however there are vetted technologies that are,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=28s,[00:28]
6,Maut Cosb,scientifically proven to improve indoor air quality E3 Engineers studied UV PCO and ionizers we developed a white paper that really really details the ins,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=37s,[00:37]
4,Maut Cosb,and outs of each one will share it with you if you really really likes details but to stick to the skinny our research suggests,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=47s,[00:47]
9,Maut Cosb,that an overall HVAC analysis by E3 at no cost and potentially installing ionizers could be a great option for improving the quality of your,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=56s,[00:56]
5,Maut Cosb,indoor air so what exactly are ionizers to fully understand the technology we rewound back to our middle school science years when Mrs Jones taught,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=65s,[01:05]
4,Maut Cosb,us all about ions ions or molecules that have gained or lost an electrical charge contrary to their confusing misnomer positive ions are often bad,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=74s,[01:14]
4,Maut Cosb,stuff in the air like pollution mold and viruses these pesky positive ions can create negative health conditions yuck on the contrary negative ions can,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=84s,[01:24]
5,Maut Cosb,have good effects on health and actually clean the air by attaching themselves to positively charged particles and negatively charging those particles they disrupt breakdown,E3 and IAQ - Hospitals,https://vimeo.com/460735566#t=93s,[01:33]
